alkB	alkA	livK	livJ	lysU	kbl	livG	aidB	lrp
0.4957835	0.5443874	0.0676862	0.0675677	0.6212124	0.9193427	0.3628882	0.1973087	0.9996176
0.9796973	0.3420255	0.0615877	0.0775295	0.3572363	1.0314515	0.3993387	0.1808302	1.0237684
0.9546241	0.8286520	0.0551924	0.1290636	0.3070996	0.9123814	0.4016873	0.2710976	1.0142134
1.0620839	0.7558782	0.0668033	0.0505367	0.3514539	0.9429273	0.3790877	0.1987827	1.1287776
0.9761265	0.6588734	0.0597636	0.1083054	0.0977800	0.9576219	0.3538032	0.2231160	1.0828740
1.0092085	0.6760088	0.0848771	0.1164055	0.3354697	0.4768872	0.3360169	0.2335132	1.0854324
1.0651926	0.6883835	0.0789852	0.0954736	0.3006670	0.9627373	0.2106849	0.2123039	0.9998308
0.9903256	0.7339800	0.0664943	0.0742987	0.3622883	0.9982233	0.3894923	0.1287700	1.0397742
1.0165230	0.3981163	0.1885786	0.5061409	0.6101097	0.5088266	0.9339311	0.8566372	0.4514267
